ano,mes,sigla_uf,regiao,id_municipio,municipio,cnae_divisao,ocupacao,faixa_etaria,faixa_remuneracao_media_sm,sexo,idade,raca_cor,grau_instrucao,qtd_vinculos,remuneracao_media,idade_media
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,8,Feminino,61,Branca,Médio Incompleto,1,8283.86,61.0
2024,1,AL,Nordeste,2708600,São Miguel dos Campos,84,Enfermeiro,7,8,Feminino,50,Parda,Superior Completo,1,8735.69,50.0
2024,1,AL,Nordeste,2701308,Cajueiro,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,51,Branca,Médio Completo,1,4148.14,51.0
2024,1,AL,Nordeste,2701704,Capela,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,43,Branca,Médio Completo,1,4893.44,43.0
2024,1,AL,Nordeste,2706406,Pão de Açúcar,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,41,Amarela,Superior Completo,1,1815.21,41.0
2024,1,AL,Nordeste,2704302,Maceió,52,Técnico/Auxiliar de Enfermagem,5,5,Feminino,34,Branca,Médio Completo,1,3834.63,34.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,6,5,Masculino,43,Preta,Superior Incompleto,1,3584.37,43.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,3,Masculino,35,Parda,Médio Completo,3,1929.7,35.0
2024,1,AL,Nordeste,2704302,Maceió,85,Técnico/Auxiliar de Enfermagem,3,5,Feminino,24,Parda,Médio Completo,1,3763.84,24.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,6,5,Feminino,47,Preta,Mestrado,1,3750.0,47.0
2024,1,AL,Nordeste,2708006,Santana do Ipanema,86,Enfermeiro,5,5,Feminino,37,Parda,Superior Completo,1,4114.47,37.0
2024,1,AL,Nordeste,2709400,Viçosa,84,Enfermeiro,6,6,Feminino,40,Não identificada,Superior Completo,1,5047.18,40.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,6,99,Feminino,41,Branca,Superior Completo,2,0.0,41.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,7,99,Feminino,62,Branca,Mestrado,1,0.0,62.0
2024,1,AL,Nordeste,2709400,Viçosa,84,Enfermeiro,5,99,Feminino,31,Não identificada,Superior Completo,1,0.0,31.0
2024,1,AL,Nordeste,2708907,Satuba,84,Enfermeiro,7,8,Feminino,58,Parda,Superior Completo,1,7663.3,58.0
2024,1,AL,Nordeste,2704302,Maceió,85,Enfermeiro,6,8,Feminino,40,Parda,Superior Completo,1,9706.43,40.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,8,3,Feminino,78,Parda,Médio Completo,1,1867.5,78.0
2024,1,AL,Nordeste,2701704,Capela,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,46,Parda,Médio Completo,1,4630.69,46.0
2024,1,AL,Nordeste,2704104,Lagoa da Canoa,84,Técnico/Auxiliar de Enfermagem,4,5,Masculino,29,Não identificada,Médio Completo,1,3193.5,29.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,4,Feminino,52,Branca,Médio Completo,5,2285.13,52.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,6,5,Feminino,49,Parda,Superior Incompleto,1,3436.02,49.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,4,Feminino,35,Parda,Médio Completo,8,2390.97375,35.0
2024,1,AL,Nordeste,2706505,Passo de Camaragibe,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,48,Parda,Superior Completo,1,4354.28,48.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,6,Feminino,50,Branca,Superior Incompleto,1,4277.72,50.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,40,Branca,Superior Completo,1,3924.93,40.0
2024,1,AL,Nordeste,2708709,São Miguel dos Milagres,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,32,Parda,Médio Completo,1,3994.74,32.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,8,Feminino,62,Branca,Superior Completo,4,8185.5800000000008,62.0
2024,1,AL,Nordeste,2706703,Penedo,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,47,Parda,Fundamental Completo,1,3049.05,47.0
2024,1,AL,Nordeste,2704708,Marechal Deodoro,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,42,Não identificada,Médio Completo,1,3541.7,42.0
2024,1,AL,Nordeste,2706307,Palmeira dos Índios,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,58,Branca,Médio Completo,1,3786.97,58.0
2024,1,AL,Nordeste,2708105,Santana do Mundaú,84,Técnico/Auxiliar de Enfermagem,7,4,Masculino,50,Parda,Superior Completo,1,2714.79,50.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,4,Masculino,30,Parda,Superior Completo,2,2335.6549999999997,30.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,5,9,Feminino,35,Não identificada,Superior Completo,1,10586.36,35.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,8,7,Feminino,70,Preta,Fundamental Completo,1,6997.35,70.0
2024,1,AL,Nordeste,2707701,Rio Largo,84,Enfermeiro,5,8,Feminino,30,Parda,Superior Completo,1,8699.98,30.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,6,5,Feminino,43,Parda,Superior Incompleto,2,3633.3,43.0
2024,1,AL,Nordeste,2708006,Santana do Ipanema,94,Técnico/Auxiliar de Enfermagem,6,5,Feminino,47,Branca,Superior Completo,1,3787.12,47.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,4,8,Masculino,28,Branca,Superior Completo,1,7109.18,28.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,6,Masculino,52,Não identificada,Superior Completo,1,4326.06,52.0
2024,1,AL,Nordeste,2709152,Teotônio Vilela,84,Técnico/Auxiliar de Enfermagem,3,5,Feminino,22,Parda,Médio Completo,1,3459.06,22.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,5,8,Feminino,39,Não identificada,Superior Completo,4,7534.92,39.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,31,Amarela,Superior Incompleto,1,2693.13,31.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,99,Feminino,63,Não identificada,Médio Incompleto,1,0.0,63.0
2024,1,AL,Nordeste,2706703,Penedo,86,Técnico/Auxiliar de Enfermagem,7,4,Feminino,62,Preta,Médio Completo,1,2125.07,62.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,4,6,Feminino,25,Parda,Superior Incompleto,1,4407.59,25.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,99,Feminino,54,Parda,Superior Completo,7,0.0,54.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,99,Feminino,36,Não identificada,Médio Completo,1,0.0,36.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,6,3,Feminino,42,Branca,Médio Completo,7,1898.6671428571426,42.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,4,3,Feminino,29,Preta,Médio Completo,1,1738.47,29.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,5,1,Feminino,37,Branca,Superior Completo,1,687.13,37.0
2024,1,AL,Nordeste,2705200,Messias,84,Técnico/Auxiliar de Enfermagem,8,99,Feminino,70,Parda,Médio Completo,1,0.0,70.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,31,Parda,Médio Completo,20,2291.6029999999996,31.0
2024,1,AL,Nordeste,2708303,São José da Laje,84,Técnico/Auxiliar de Enfermagem,8,6,Feminino,71,Branca,Fundamental Completo,1,4399.82,71.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,4,Feminino,51,Parda,Médio Incompleto,1,2288.13,51.0
2024,1,AL,Nordeste,2708600,São Miguel dos Campos,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,41,Branca,Superior Completo,1,1899.6,41.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,4,Feminino,38,Parda,Médio Incompleto,1,2288.13,38.0
2024,1,AL,Nordeste,2709103,Taquarana,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,39,Parda,Médio Completo,1,3660.11,39.0
2024,1,AL,Nordeste,2706703,Penedo,84,Enfermeiro,6,5,Feminino,49,Parda,Superior Completo,1,3247.58,49.0
2024,1,AL,Nordeste,2708402,São José da Tapera,84,Enfermeiro,5,4,Feminino,31,Parda,Superior Completo,1,2672.04,31.0
2024,1,AL,Nordeste,2709400,Viçosa,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,56,Branca,Superior Incompleto,1,3938.07,56.0
2024,1,AL,Nordeste,2709152,Teotônio Vilela,84,Enfermeiro,7,7,Feminino,58,Branca,Superior Completo,1,6349.62,58.0
2024,1,AL,Nordeste,2706703,Penedo,86,Técnico/Auxiliar de Enfermagem,4,3,Masculino,25,Branca,Médio Completo,1,1741.01,25.0
2024,1,AL,Nordeste,2706000,Olivença,84,Técnico/Auxiliar de Enfermagem,4,5,Masculino,29,Parda,Médio Completo,1,3465.12,29.0
2024,1,AL,Nordeste,2708808,São Sebastião,84,Técnico/Auxiliar de Enfermagem,7,6,Feminino,56,Parda,Superior Completo,1,4906.93,56.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,7,Feminino,57,Parda,5ª Completo Fundamental,1,6870.12,57.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,6,8,Feminino,41,Parda,Superior Completo,3,7817.44,41.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,1,Feminino,64,Parda,Superior Completo,2,553.01,64.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,43,Não identificada,Médio Completo,2,3395.315,43.0
2024,1,AL,Nordeste,2706307,Palmeira dos Índios,86,Técnico/Auxiliar de Enfermagem,7,4,Feminino,58,Parda,6ª a 9ª Fundamental,1,2277.35,58.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,39,Branca,Médio Incompleto,1,0.0,39.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,7,4,Feminino,58,Branca,Médio Completo,1,2447.87,58.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,4,99,Masculino,28,Parda,Superior Completo,2,0.0,28.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,2,Feminino,52,Preta,Superior Completo,1,817.48,52.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,51,Parda,Médio Completo,9,3437.5155555555557,51.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,55,Branca,Superior Completo,1,3843.86,55.0
2024,1,AL,Nordeste,2708105,Santana do Mundaú,84,Enfermeiro,6,8,Feminino,42,Parda,Superior Completo,1,7298.17,42.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,5,99,Feminino,32,Branca,Doutorado,1,0.0,32.0
2024,1,AL,Nordeste,2708600,São Miguel dos Campos,84,Técnico/Auxiliar de Enfermagem,5,3,Feminino,36,Parda,Médio Completo,3,1717.7366666666667,36.0
2024,1,AL,Nordeste,2709152,Teotônio Vilela,84,Técnico/Auxiliar de Enfermagem,5,5,Masculino,33,Parda,Médio Completo,1,3469.27,33.0
2024,1,AL,Nordeste,2708006,Santana do Ipanema,94,Técnico/Auxiliar de Enfermagem,5,5,Feminino,30,Parda,Médio Completo,1,3168.15,30.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,6,8,Feminino,48,Parda,Superior Completo,1,9162.46,48.0
2024,1,AL,Nordeste,2708600,São Miguel dos Campos,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,36,Não identificada,Médio Completo,3,0.0,36.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,1,Feminino,43,Parda,Médio Completo,2,548.185,43.0
2024,1,AL,Nordeste,2708006,Santana do Ipanema,86,Técnico/Auxiliar de Enfermagem,6,5,Masculino,41,Branca,Médio Completo,1,3806.86,41.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,5,8,Feminino,33,Parda,Mestrado,1,9389.84,33.0
2024,1,AL,Nordeste,2709400,Viçosa,84,Enfermeiro,6,9,Feminino,41,Parda,Superior Completo,1,9934.24,41.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,4,Feminino,37,Preta,Médio Completo,1,2221.82,37.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,7,3,Feminino,55,Parda,Superior Completo,1,1800.0,55.0
2024,1,AL,Nordeste,2708303,São José da Laje,10,Técnico/Auxiliar de Enfermagem,5,4,Feminino,34,Parda,Médio Completo,1,2382.99,34.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,7,3,Feminino,56,Branca,Médio Completo,2,2037.27,56.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,3,Masculino,48,Parda,Médio Incompleto,1,1859.21,48.0
2024,1,AL,Nordeste,2708006,Santana do Ipanema,94,Técnico/Auxiliar de Enfermagem,6,6,Feminino,41,Parda,Médio Completo,1,5190.99,41.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,2,Feminino,49,Parda,Médio Completo,5,1024.11,49.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,37,Preta,Superior Completo,1,0.0,37.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,8,99,Feminino,72,Parda,6ª a 9ª Fundamental,1,0.0,72.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,4,Feminino,54,Preta,Médio Incompleto,1,2174.21,54.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,1,Feminino,34,Parda,Superior Completo,3,525.05333333333328,34.0
2024,1,AL,Nordeste,2707107,Piranhas,84,Enfermeiro,7,8,Feminino,51,Branca,Superior Completo,1,9377.19,51.0
2024,1,AL,Nordeste,2709152,Teotônio Vilela,84,Enfermeiro,6,6,Feminino,40,Amarela,Superior Completo,1,4708.0,40.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,99,Masculino,42,Amarela,Médio Completo,1,0.0,42.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,5,99,Feminino,34,Parda,Superior Completo,1,0.0,34.0
2024,1,AL,Nordeste,2705705,Olho d'Água das Flores,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,47,Preta,Médio Completo,1,1773.9,47.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,4,Feminino,35,Amarela,Médio Completo,1,2165.74,35.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,5,6,Feminino,32,Parda,Superior Completo,6,4711.275,32.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,4,99,Feminino,27,Parda,Médio Completo,1,0.0,27.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,3,3,Masculino,24,Indígena,Superior Incompleto,1,2048.13,24.0
2024,1,AL,Nordeste,2708105,Santana do Mundaú,84,Enfermeiro,5,6,Feminino,31,Parda,Superior Completo,1,4386.36,31.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,2,Masculino,32,Não identificada,Superior Completo,1,1187.05,32.0
2024,1,AL,Nordeste,2704302,Maceió,85,Técnico/Auxiliar de Enfermagem,5,3,Feminino,38,Parda,Superior Incompleto,1,1600.0,38.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,55,Branca,Fundamental Completo,1,3585.51,55.0
2024,1,AL,Nordeste,2705606,Novo Lino,84,Técnico/Auxiliar de Enfermagem,8,5,Feminino,65,Preta,Médio Completo,1,3156.23,65.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,7,6,Feminino,51,Não identificada,Superior Completo,2,4394.005,51.0
2024,1,AL,Nordeste,2706703,Penedo,86,Técnico/Auxiliar de Enfermagem,6,4,Feminino,41,Preta,Médio Completo,1,2149.21,41.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,7,9,Feminino,55,Parda,Superior Completo,1,11428.16,55.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,8,3,Masculino,65,Branca,Médio Completo,1,1883.27,65.0
2024,1,AL,Nordeste,2708956,Senador Rui Palmeira,84,Técnico/Auxiliar de Enfermagem,4,2,Feminino,29,Parda,Médio Completo,1,1072.01,29.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,7,99,Masculino,59,Não identificada,Médio Incompleto,1,0.0,59.0
2024,1,AL,Nordeste,2708402,São José da Tapera,84,Enfermeiro,6,8,Feminino,42,Não identificada,Superior Completo,1,8237.41,42.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,99,Feminino,40,Branca,Superior Completo,1,0.0,40.0
2024,1,AL,Nordeste,2708600,São Miguel dos Campos,84,Técnico/Auxiliar de Enfermagem,5,99,Masculino,37,Não identificada,Médio Completo,1,0.0,37.0
2024,1,AL,Nordeste,2708006,Santana do Ipanema,86,Enfermeiro,6,5,Masculino,43,Parda,Superior Completo,1,3200.2,43.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,3,Masculino,37,Branca,Médio Completo,1,1887.63,37.0
2024,1,AL,Nordeste,2704302,Maceió,84,Enfermeiro,5,6,Feminino,32,Branca,Superior Completo,3,4949.23,32.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,4,Feminino,33,Branca,Superior Completo,2,2172.6099999999997,33.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,3,Feminino,50,Indígena,Superior Completo,1,2018.13,50.0
2024,1,AL,Nordeste,2704302,Maceió,85,Técnico/Auxiliar de Enfermagem,6,8,Feminino,47,Branca,Superior Completo,1,7440.14,47.0
2024,1,AL,Nordeste,2704302,Maceió,46,Técnico/Auxiliar de Enfermagem,5,5,Feminino,37,Parda,Superior Incompleto,1,2937.08,37.0
2024,1,AL,Nordeste,2704401,Major Isidoro,84,Enfermeiro,5,5,Feminino,32,Parda,Superior Completo,1,2908.36,32.0
2024,1,AL,Nordeste,2709103,Taquarana,84,Enfermeiro,7,8,Feminino,56,Parda,Superior Completo,1,8500.32,56.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,6,99,Feminino,47,Parda,Superior Completo,2,0.0,47.0
2024,1,AL,Nordeste,2703759,Jequiá da Praia,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,47,Amarela,Superior Completo,1,1818.18,47.0
2024,1,AL,Nordeste,2701209,Cacimbinhas,94,Técnico/Auxiliar de Enfermagem,5,3,Feminino,38,Parda,Médio Completo,1,2114.52,38.0
2024,1,AL,Nordeste,2700706,Batalha,84,Enfermeiro,7,5,Feminino,51,Parda,Superior Completo,1,3219.01,51.0
2024,1,AL,Nordeste,2702405,Delmiro Gouveia,84,Enfermeiro,5,6,Feminino,35,Parda,Superior Completo,3,5062.6333333333332,35.0
2024,1,AL,Nordeste,2703700,Jaramataia,84,Técnico/Auxiliar de Enfermagem,6,4,Masculino,48,Branca,Médio Completo,1,2665.13,48.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,6,2,Feminino,43,Branca,Médio Completo,1,1412.0,43.0
2024,1,AL,Nordeste,2700508,Barra de Santo Antônio,84,Técnico/Auxiliar de Enfermagem,6,99,Feminino,45,Parda,Médio Completo,1,0.0,45.0
2024,1,AL,Nordeste,2701209,Cacimbinhas,84,Enfermeiro,7,6,Feminino,52,Branca,Superior Completo,1,4473.5,52.0
2024,1,AL,Nordeste,2700300,Arapiraca,86,Enfermeiro,6,5,Feminino,46,Parda,Superior Completo,1,3519.86,46.0
2024,1,AL,Nordeste,2700300,Arapiraca,65,Técnico/Auxiliar de Enfermagem,8,2,Feminino,66,Branca,Fundamental Completo,1,1093.16,66.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,44,Branca,Médio Completo,7,1999.5642857142857,44.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,6,Feminino,38,Não identificada,Superior Incompleto,2,4555.8150000000005,38.0
2024,1,AL,Nordeste,2706307,Palmeira dos Índios,94,Enfermeiro,5,6,Feminino,32,Parda,Superior Completo,1,4358.51,32.0
2024,1,AL,Nordeste,2700706,Batalha,84,Técnico/Auxiliar de Enfermagem,4,3,Feminino,25,Parda,Fundamental Completo,1,1938.01,25.0
2024,1,AL,Nordeste,2700706,Batalha,84,Técnico/Auxiliar de Enfermagem,5,4,Masculino,32,Parda,Fundamental Completo,1,2250.0,32.0
2024,1,AL,Nordeste,2700300,Arapiraca,86,Técnico/Auxiliar de Enfermagem,6,99,Feminino,46,Branca,Médio Completo,1,0.0,46.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,6,99,Feminino,42,Branca,Mestrado,1,0.0,42.0
2024,1,AL,Nordeste,2703304,Inhapi,84,Técnico/Auxiliar de Enfermagem,5,3,Feminino,34,Parda,6ª a 9ª Fundamental,2,1491.165,34.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,7,4,Feminino,58,Branca,Médio Completo,2,2329.8,58.0
2024,1,AL,Nordeste,2701407,Campo Alegre,84,Técnico/Auxiliar de Enfermagem,4,5,Feminino,29,Amarela,Médio Completo,1,2837.15,29.0
2024,1,AL,Nordeste,2702405,Delmiro Gouveia,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,45,Parda,Médio Completo,1,3416.99,45.0
2024,1,AL,Nordeste,2703304,Inhapi,84,Técnico/Auxiliar de Enfermagem,5,99,Feminino,33,Parda,6ª a 9ª Fundamental,1,0.0,33.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,41,Parda,Médio Completo,1,2062.11,41.0
2024,1,AL,Nordeste,2701209,Cacimbinhas,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,61,Parda,Médio Completo,1,3076.88,61.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,5,3,Feminino,30,Branca,Médio Completo,1,1600.27,30.0
2024,1,AL,Nordeste,2701001,Boca da Mata,84,Técnico/Auxiliar de Enfermagem,6,6,Feminino,48,Parda,Médio Completo,1,4360.61,48.0
2024,1,AL,Nordeste,2703908,Jundiá,84,Técnico/Auxiliar de Enfermagem,5,2,Feminino,32,Parda,Médio Completo,1,1412.0,32.0
2024,1,AL,Nordeste,2700300,Arapiraca,86,Técnico/Auxiliar de Enfermagem,6,3,Feminino,42,Parda,Médio Completo,10,1962.272,42.0
2024,1,AL,Nordeste,2701209,Cacimbinhas,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,32,Não identificada,Médio Completo,2,2989.32,32.0
2024,1,AL,Nordeste,2701704,Capela,84,Técnico/Auxiliar de Enfermagem,6,5,Feminino,46,Parda,Médio Completo,1,3736.46,46.0
2024,1,AL,Nordeste,2700508,Barra de Santo Antônio,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,61,Preta,Médio Completo,1,3945.32,61.0
2024,1,AL,Nordeste,2704302,Maceió,86,Enfermeiro,5,99,Feminino,31,Parda,Superior Completo,2,0.0,31.0
2024,1,AL,Nordeste,2703304,Inhapi,84,Técnico/Auxiliar de Enfermagem,5,4,Masculino,31,Parda,6ª a 9ª Fundamental,1,2195.78,31.0
2024,1,AL,Nordeste,2701209,Cacimbinhas,94,Enfermeiro,7,5,Masculino,50,Parda,Superior Completo,1,3627.29,50.0
2024,1,AL,Nordeste,2703601,Japaratinga,84,Técnico/Auxiliar de Enfermagem,6,6,Masculino,42,Branca,Superior Completo,1,4640.33,42.0
2024,1,AL,Nordeste,2700102,Água Branca,84,Técnico/Auxiliar de Enfermagem,7,5,Feminino,55,Parda,Médio Completo,2,3485.27,55.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,3,Masculino,33,Parda,Médio Completo,7,1866.8542857142859,33.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,4,2,Feminino,27,Branca,Médio Completo,1,857.32,27.0
2024,1,AL,Nordeste,2709400,Viçosa,84,Enfermeiro,4,99,Feminino,26,Parda,Superior Completo,2,0.0,26.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,4,2,Masculino,28,Parda,Médio Completo,1,1161.6,28.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,7,99,Feminino,54,Branca,Médio Completo,1,0.0,54.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,6,3,Feminino,40,Branca,Médio Completo,1,1694.4,40.0
2024,1,AL,Nordeste,2700300,Arapiraca,84,Técnico/Auxiliar de Enfermagem,5,3,Feminino,31,Branca,Médio Completo,1,1694.4,31.0
2024,1,AL,Nordeste,2708600,São Miguel dos Campos,86,Técnico/Auxiliar de Enfermagem,6,3,Feminino,48,Parda,Médio Completo,1,1867.59,48.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,5,5,Feminino,36,Parda,Médio Completo,7,3644.6357142857146,36.0
2024,1,AL,Nordeste,2704302,Maceió,86,Técnico/Auxiliar de Enfermagem,5,5,Feminino,38,Parda,Superior Incompleto,3,4034.1466666666665,38.0
2024,1,AL,Nordeste,2704302,Maceió,84,Técnico/Auxiliar de Enfermagem,7,2,Feminino,64,Branca,Médio Completo,1,1020.86,64.0
2024,1,AL,Nordeste,2706307,Palmeira dos Índios,84,Técnico/Auxiliar de Enfermagem,7,3,Feminino,51,Parda,Médio Completo,1,1926.66,51.0
2024,1,AL,Nordeste,2706307,Palmeira dos Índios,84,Técnico/Auxiliar de Enfermagem,7,4,Masculino,53,Branca,Médio Completo,1,2794.47,53.0
2024,1,AL,Nordeste,2704708,Marechal Deodoro,84,Técnico/Auxiliar de Enfermagem,3,5,Feminino,24,Parda,Médio Completo,1,3607.06,24.0
